#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-3C7412B6098CEF2-1DC787F1F19F00D7
#datatype	hitsConcise Results
#status	0
#Start time	2022-04-21T02:14:00	Run time	0:00:28:52
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1621 - >1621	specific	404074	136	402	9.91779e-101	301.925	pfam13088	BNR_2	 - 	cl21531
Q#1622 - >1622	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#1623 - >1623	specific	214815	63	120	4.75921e-34	116.432	smart00774	WRKY	 - 	cl03892
Q#1624 - >1624	specific	397294	522	576	9.06525e-31	114.876	pfam03106	WRKY	 - 	cl03892
Q#1624 - >1624	specific	214815	752	827	4.77505e-27	104.491	smart00774	WRKY	 - 	cl03892
Q#1625 - >1625	specific	214815	890	950	3.67351e-31	116.047	smart00774	WRKY	 - 	cl03892
Q#1625 - >1625	superfamily	395745	95	307	2.36232e-29	117.48	cl26397	NB-ARC superfamily	 - 	 - 
Q#1625 - >1625	superfamily	411060	508	619	0.00897189	38.6138	cl40577	PPP1R42 superfamily	NC	 - 
Q#1626 - >1626	specific	214815	33	97	1.5177e-25	93.32	smart00774	WRKY	 - 	cl03892
Q#1627 - >1627	specific	214815	53	111	2.27173e-22	83.69	smart00774	WRKY	 - 	cl03892
Q#1628 - >1628	specific	214815	250	306	5.22244e-33	119.514	smart00774	WRKY	 - 	cl03892
Q#1629 - >1629	specific	214815	38	163	1.02221e-20	82.1492	smart00774	WRKY	 - 	cl03892
Q#1630 - >1630	specific	397294	146	214	7.26889e-29	105.246	pfam03106	WRKY	 - 	cl03892
Q#1631 - >1631	specific	399123	35	323	3.28967e-128	366.53	pfam05910	DUF868	 - 	cl05466
Q#1632 - >1632	specific	215412	48	645	0	1024.63	PLN02769	PLN02769	 - 	cl30823
Q#1633 - >1633	superfamily	421389	12	302	1.06056e-39	141.273	cl26744	TPT superfamily	 - 	 - 
Q#1634 - >1634	specific	397294	223	279	4.91545e-34	118.343	pfam03106	WRKY	 - 	cl03892
Q#1634 - >1634	specific	402248	182	219	3.15905e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1635 - >1635	specific	214815	357	413	4.31731e-34	123.366	smart00774	WRKY	 - 	cl03892
Q#1636 - >1636	specific	214815	250	308	4.60443e-34	119.128	smart00774	WRKY	 - 	cl03892
Q#1636 - >1636	specific	402248	207	248	4.08811e-12	59.8195	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1637 - >1637	specific	214815	140	201	5.25442e-31	111.424	smart00774	WRKY	 - 	cl03892
Q#1638 - >1638	specific	214815	187	244	2.48282e-36	125.292	smart00774	WRKY	 - 	cl03892
Q#1639 - >1639	specific	214815	121	185	1.11145e-26	98.7128	smart00774	WRKY	 - 	cl03892
Q#1640 - >1640	specific	214815	240	298	2.35017e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#1641 - >1641	specific	397294	239	295	9.46454e-34	117.573	pfam03106	WRKY	 - 	cl03892
Q#1642 - >1642	specific	214815	132	189	1.34448e-38	130.299	smart00774	WRKY	 - 	cl03892
Q#1643 - >1643	specific	214815	203	260	1.48293e-32	116.817	smart00774	WRKY	 - 	cl03892
Q#1644 - >1644	specific	214815	198	254	7.12038e-31	111.424	smart00774	WRKY	 - 	cl03892
Q#1645 - >1645	specific	214815	192	250	1.92193e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#1646 - >1646	specific	214815	320	378	2.1006e-37	129.144	smart00774	WRKY	 - 	cl03892
Q#1646 - >1646	specific	402248	283	318	1.57679e-09	52.8859	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1647 - >1647	specific	214815	424	481	1.74939e-33	121.054	smart00774	WRKY	 - 	cl03892
Q#1647 - >1647	specific	397294	257	311	4.1512e-28	106.017	pfam03106	WRKY	 - 	cl03892
Q#1649 - >1649	specific	397294	239	295	9.46454e-34	117.573	pfam03106	WRKY	 - 	cl03892
Q#1650 - >1650	specific	215412	1	643	0	1015.39	PLN02769	PLN02769	 - 	cl30823
Q#1651 - >1651	superfamily	215636	169	523	3.14431e-39	157.346	cl33664	PLN03218 superfamily	NC	 - 
Q#1651 - >1651	specific	404055	517	562	2.84574e-12	61.6103	pfam13041	PPR_2	 - 	cl38385
Q#1651 - >1651	specific	404055	591	633	2.89865e-10	56.2176	pfam13041	PPR_2	 - 	cl38385
Q#1651 - >1651	superfamily	407303	532	682	6.10919e-10	59.7176	cl38513	PPR_long superfamily	 - 	 - 
Q#1652 - >1652	specific	214815	295	348	1.42551e-32	116.047	smart00774	WRKY	 - 	cl03892
Q#1652 - >1652	specific	402248	258	293	4.61143e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1653 - >1653	specific	396785	10	140	2.0933e-25	101.348	pfam02365	NAM	 - 	cl03558
Q#1654 - >1654	specific	397294	146	214	7.26889e-29	105.246	pfam03106	WRKY	 - 	cl03892
Q#1655 - >1655	specific	397294	413	468	6.58435e-34	122.58	pfam03106	WRKY	 - 	cl03892
Q#1655 - >1655	specific	397294	245	299	1.87866e-29	110.254	pfam03106	WRKY	 - 	cl03892
Q#1656 - >1656	specific	214815	102	173	8.9851e-25	94.4756	smart00774	WRKY	 - 	cl03892
Q#1657 - >1657	specific	212164	13	269	3.22222e-76	238.862	cd11650	AT4G37440_like	 - 	cl17008
Q#1658 - >1658	specific	214815	123	188	4.0929e-25	94.8608	smart00774	WRKY	 - 	cl03892
Q#1659 - >1659	specific	396785	9	147	2.81402e-25	101.348	pfam02365	NAM	 - 	cl03558
Q#1660 - >1660	specific	214815	174	231	6.65192e-38	130.299	smart00774	WRKY	 - 	cl03892
Q#1661 - >1661	specific	214815	182	236	3.01471e-30	109.498	smart00774	WRKY	 - 	cl03892
Q#1662 - >1662	specific	396785	9	143	4.86148e-28	106.355	pfam02365	NAM	 - 	cl03558
Q#1663 - >1663	specific	214815	238	295	1.11307e-34	124.136	smart00774	WRKY	 - 	cl03892
Q#1664 - >1664	specific	214815	335	392	1.01524e-36	128.758	smart00774	WRKY	 - 	cl03892
Q#1664 - >1664	specific	214815	179	234	2.88283e-32	116.817	smart00774	WRKY	 - 	cl03892
Q#1665 - >1665	specific	214815	147	205	9.73259e-34	117.588	smart00774	WRKY	 - 	cl03892
Q#1666 - >1666	specific	214815	182	236	3.01471e-30	109.498	smart00774	WRKY	 - 	cl03892
Q#1667 - >1667	specific	214815	162	218	1.7991e-31	114.121	smart00774	WRKY	 - 	cl03892
Q#1668 - >1668	specific	397294	147	207	1.28521e-27	101.779	pfam03106	WRKY	 - 	cl03892
Q#1669 - >1669	specific	214815	148	205	1.25809e-31	110.269	smart00774	WRKY	 - 	cl03892
Q#1670 - >1670	specific	214815	247	305	2.94051e-34	119.514	smart00774	WRKY	 - 	cl03892
Q#1670 - >1670	specific	402248	204	245	1.50187e-12	60.9751	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1671 - >1671	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#1672 - >1672	specific	214815	123	188	5.00281e-25	94.4756	smart00774	WRKY	 - 	cl03892
Q#1673 - >1673	specific	397294	66	120	1.14734e-15	68.6522	pfam03106	WRKY	 - 	cl03892
Q#1675 - >1675	specific	214815	139	196	1.44739e-35	120.669	smart00774	WRKY	 - 	cl03892
Q#1676 - >1676	specific	206652	3229	3477	3.42373e-123	388.984	cd01853	Toc34_like	 - 	cl38936
Q#1677 - >1677	specific	214815	130	189	2.57757e-36	124.521	smart00774	WRKY	 - 	cl03892
Q#1678 - >1678	specific	214815	250	306	5.22244e-33	119.514	smart00774	WRKY	 - 	cl03892
Q#1679 - >1679	specific	214815	118	178	2.16028e-35	121.44	smart00774	WRKY	 - 	cl03892
Q#1680 - >1680	specific	214815	135	197	2.30662e-30	109.884	smart00774	WRKY	 - 	cl03892
Q#1681 - >1681	specific	397294	522	576	9.06525e-31	114.876	pfam03106	WRKY	 - 	cl03892
Q#1681 - >1681	specific	214815	752	827	4.77505e-27	104.491	smart00774	WRKY	 - 	cl03892
Q#1682 - >1682	specific	214815	97	155	2.605e-35	121.825	smart00774	WRKY	 - 	cl03892
Q#1683 - >1683	specific	206652	1327	1575	3.82883e-124	387.444	cd01853	Toc34_like	 - 	cl38936
Q#1684 - >1684	specific	214815	134	191	1.4974e-34	117.202	smart00774	WRKY	 - 	cl03892
Q#1685 - >1685	specific	214815	295	348	1.42551e-32	116.047	smart00774	WRKY	 - 	cl03892
Q#1685 - >1685	specific	402248	258	293	4.61143e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1686 - >1686	specific	214815	174	224	7.13299e-28	103.335	smart00774	WRKY	 - 	cl03892
Q#1687 - >1687	specific	214815	152	212	5.93302e-34	118.743	smart00774	WRKY	 - 	cl03892
Q#1688 - >1688	specific	214815	187	244	3.2406e-36	124.906	smart00774	WRKY	 - 	cl03892
Q#1689 - >1689	specific	397294	34	93	5.69978e-28	99.8534	pfam03106	WRKY	 - 	cl03892
Q#1690 - >1690	specific	214815	132	189	1.34448e-38	130.299	smart00774	WRKY	 - 	cl03892
Q#1691 - >1691	superfamily	413846	170	190	4.37254e-09	51.7184	cl03892	WRKY superfamily	C	 - 
Q#1692 - >1692	specific	214815	320	378	1.62991e-37	129.529	smart00774	WRKY	 - 	cl03892
Q#1692 - >1692	specific	402248	283	318	5.91575e-09	51.3451	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1693 - >1693	specific	397294	229	287	1.51993e-35	124.891	pfam03106	WRKY	 - 	cl03892
Q#1694 - >1694	specific	214815	403	460	2.81408e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#1695 - >1695	specific	214815	250	308	1.44156e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#1696 - >1696	specific	398722	179	221	3.37075e-21	87.2164	pfam05182	Fip1	 - 	cl02162
Q#1697 - >1697	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#1698 - >1698	specific	214815	102	173	8.9851e-25	94.4756	smart00774	WRKY	 - 	cl03892
Q#1699 - >1699	specific	214815	33	97	1.5177e-25	93.32	smart00774	WRKY	 - 	cl03892
Q#1700 - >1700	specific	396785	9	147	2.81402e-25	101.348	pfam02365	NAM	 - 	cl03558
Q#1702 - >1702	superfamily	421389	12	302	1.06056e-39	141.273	cl26744	TPT superfamily	 - 	 - 
Q#1703 - >1703	specific	214815	192	250	1.88189e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#1704 - >1704	specific	214815	382	436	1.78429e-30	112.58	smart00774	WRKY	 - 	cl03892
Q#1704 - >1704	superfamily	227489	25	182	6.61772e-09	58.3817	cl27325	ULP1 superfamily	N	 - 
Q#1705 - >1705	specific	396785	9	143	4.86148e-28	106.355	pfam02365	NAM	 - 	cl03558
Q#1706 - >1706	specific	214815	143	201	7.45151e-34	118.358	smart00774	WRKY	 - 	cl03892
Q#1707 - >1707	specific	214815	43	104	1.56835e-28	101.794	smart00774	WRKY	 - 	cl03892
Q#1708 - >1708	specific	214815	93	151	4.9472e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#1709 - >1709	specific	397294	128	193	2.72028e-25	96.3866	pfam03106	WRKY	 - 	cl03892
Q#1710 - >1710	specific	397294	148	203	1.91284e-32	115.261	pfam03106	WRKY	 - 	cl03892
Q#1711 - >1711	specific	404074	136	402	9.91779e-101	301.925	pfam13088	BNR_2	 - 	cl21531
Q#1712 - >1712	specific	214815	391	448	2.0814e-34	124.136	smart00774	WRKY	 - 	cl03892
Q#1712 - >1712	specific	214815	219	274	1.75078e-31	116.047	smart00774	WRKY	 - 	cl03892
Q#1713 - >1713	specific	404788	582	693	5.18507e-32	120.36	pfam13962	PGG	 - 	cl16503
Q#1713 - >1713	specific	404788	9	119	4.25954e-31	117.663	pfam13962	PGG	 - 	cl16503
Q#1713 - >1713	specific	404788	190	301	1.76607e-28	110.344	pfam13962	PGG	 - 	cl16503
Q#1713 - >1713	specific	404788	429	519	1.50711e-19	84.9213	pfam13962	PGG	 - 	cl16503
Q#1713 - >1713	superfamily	404788	776	895	2.72203e-17	78.3729	cl16503	PGG superfamily	 - 	 - 
Q#1714 - >1714	specific	214815	125	185	9.68716e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#1715 - >1715	specific	399123	35	325	4.31563e-128	366.53	pfam05910	DUF868	 - 	cl05466
Q#1716 - >1716	specific	214815	143	200	7.85047e-33	116.432	smart00774	WRKY	 - 	cl03892
Q#1717 - >1717	specific	214815	143	203	3.6902e-34	120.669	smart00774	WRKY	 - 	cl03892
Q#1718 - >1718	specific	214815	175	232	3.80423e-36	122.21	smart00774	WRKY	 - 	cl03892
Q#1719 - >1719	superfamily	419665	62	333	1.5265e-80	247.956	cl21453	PKc_like superfamily	 - 	 - 
Q#1720 - >1720	specific	214815	312	368	1.06025e-34	124.906	smart00774	WRKY	 - 	cl03892
Q#1721 - >1721	specific	214815	245	303	1.92403e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#1722 - >1722	specific	214815	174	231	6.65192e-38	130.299	smart00774	WRKY	 - 	cl03892
Q#1723 - >1723	specific	214815	163	220	2.24683e-33	114.891	smart00774	WRKY	 - 	cl03892
Q#1724 - >1724	specific	214815	128	185	3.06464e-36	121.054	smart00774	WRKY	 - 	cl03892
Q#1725 - >1725	specific	214815	33	97	1.5177e-25	93.32	smart00774	WRKY	 - 	cl03892
Q#1726 - >1726	specific	214815	198	256	8.39722e-34	119.514	smart00774	WRKY	 - 	cl03892
Q#1727 - >1727	specific	397294	223	279	4.91545e-34	118.343	pfam03106	WRKY	 - 	cl03892
Q#1727 - >1727	specific	402248	182	219	3.15905e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1728 - >1728	superfamily	187754	176	268	1.44e-12	65.8116	cl39120	AMN1 superfamily	NC	 - 
Q#1728 - >1728	specific	403981	83	118	0.000341889	37.4637	pfam12937	F-box-like	C	cl02535
Q#1729 - >1729	specific	214815	51	112	7.67283e-32	111.81	smart00774	WRKY	 - 	cl03892
Q#1730 - >1730	specific	397294	131	190	8.81529e-28	102.55	pfam03106	WRKY	 - 	cl03892
Q#1731 - >1731	specific	214815	357	413	4.31731e-34	123.366	smart00774	WRKY	 - 	cl03892
Q#1733 - >1733	specific	214815	132	192	2.41949e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#1734 - >1734	specific	214815	95	152	7.56664e-33	111.81	smart00774	WRKY	 - 	cl03892
Q#1735 - >1735	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#1736 - >1736	specific	212164	13	269	3.22222e-76	238.862	cd11650	AT4G37440_like	 - 	cl17008
Q#1737 - >1737	specific	214815	165	223	1.25443e-34	120.669	smart00774	WRKY	 - 	cl03892
Q#1739 - >1739	superfamily	173412	39	325	1.13497e-19	96.3634	cl31754	PTZ00121 superfamily	NC	 - 
Q#1740 - >1740	specific	214815	485	542	2.39144e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#1740 - >1740	specific	214815	275	329	3.64518e-30	112.58	smart00774	WRKY	 - 	cl03892
Q#1741 - >1741	specific	397294	147	215	1.25698e-28	104.476	pfam03106	WRKY	 - 	cl03892
Q#1742 - >1742	specific	404074	136	402	9.91779e-101	301.925	pfam13088	BNR_2	 - 	cl21531
Q#1743 - >1743	specific	214815	126	190	6.71024e-32	113.35	smart00774	WRKY	 - 	cl03892
Q#1744 - >1744	specific	214815	136	193	2.00598e-33	115.276	smart00774	WRKY	 - 	cl03892
Q#1745 - >1745	specific	214815	306	362	2.5184e-34	123.751	smart00774	WRKY	 - 	cl03892
Q#1746 - >1746	specific	214815	238	295	1.11307e-34	124.136	smart00774	WRKY	 - 	cl03892
Q#1747 - >1747	specific	214815	409	466	9.16384e-37	130.684	smart00774	WRKY	 - 	cl03892
Q#1747 - >1747	specific	397294	237	291	1.74356e-31	116.032	pfam03106	WRKY	 - 	cl03892
Q#1748 - >1748	specific	214815	384	441	3.43858e-34	123.366	smart00774	WRKY	 - 	cl03892
Q#1748 - >1748	specific	397294	221	275	1.06715e-32	119.113	pfam03106	WRKY	 - 	cl03892
Q#1748 - >1748	superfamily	180887	288	387	0.0043044	39.7408	cl32198	PRK07211 superfamily	N	 - 
Q#1749 - >1749	superfamily	413846	3	30	1.19299e-08	48.2367	cl03892	WRKY superfamily	N	 - 
Q#1750 - >1750	specific	214815	205	262	4.76141e-34	120.284	smart00774	WRKY	 - 	cl03892
Q#1751 - >1751	specific	214815	239	296	6.01412e-34	122.21	smart00774	WRKY	 - 	cl03892
Q#1752 - >1752	specific	396785	8	146	1.44557e-25	98.6511	pfam02365	NAM	 - 	cl03558
Q#1753 - >1753	superfamily	395745	304	516	3.22891e-29	117.48	cl26397	NB-ARC superfamily	 - 	 - 
Q#1753 - >1753	specific	214815	1101	1161	1.17819e-28	109.113	smart00774	WRKY	 - 	cl03892
Q#1753 - >1753	specific	214815	1200	1255	9.6485e-27	103.72	smart00774	WRKY	 - 	cl03892
Q#1753 - >1753	specific	271353	2	132	1.96744e-13	68.0323	cd14798	RX-CC_like	 - 	cl36576
Q#1754 - >1754	specific	214815	198	254	7.12038e-31	111.424	smart00774	WRKY	 - 	cl03892
Q#1755 - >1755	superfamily	335237	89	600	0	766.467	cl28725	Methyltransf_29 superfamily	 - 	 - 
Q#1756 - >1756	specific	214815	144	214	2.86161e-29	106.417	smart00774	WRKY	 - 	cl03892
Q#1757 - >1757	specific	214815	139	200	3.43213e-31	111.81	smart00774	WRKY	 - 	cl03892
Q#1758 - >1758	specific	396290	41	315	5.00372e-152	432.868	pfam01650	Peptidase_C13	 - 	cl00042
Q#1758 - >1758	specific	411051	348	466	9.76466e-26	101.213	cd21115	legumain_C	 - 	cl41234
Q#1759 - >1759	specific	397294	114	174	4.37139e-28	102.165	pfam03106	WRKY	 - 	cl03892
Q#1760 - >1760	specific	214815	1227	1286	2.75117e-26	102.565	smart00774	WRKY	 - 	cl03892
Q#1760 - >1760	superfamily	395745	407	640	1.16797e-15	78.19	cl26397	NB-ARC superfamily	 - 	 - 
Q#1760 - >1760	superfamily	215633	205	426	1.22954e-09	62.9698	cl33662	PLN03210 superfamily	NC	 - 
Q#1760 - >1760	superfamily	215061	783	1186	2.26955e-06	52.1576	cl33413	PLN00113 superfamily	C	 - 
Q#1761 - >1761	specific	215412	1	643	0	1015.39	PLN02769	PLN02769	 - 	cl30823
Q#1762 - >1762	specific	214815	69	130	1.75061e-27	101.024	smart00774	WRKY	 - 	cl03892
Q#1763 - >1763	specific	214815	68	125	1.93784e-33	114.891	smart00774	WRKY	 - 	cl03892
Q#1764 - >1764	specific	214815	485	542	2.39144e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#1764 - >1764	specific	214815	275	329	3.64518e-30	112.58	smart00774	WRKY	 - 	cl03892
Q#1765 - >1765	specific	214815	366	423	3.95393e-35	124.906	smart00774	WRKY	 - 	cl03892
Q#1765 - >1765	specific	214815	200	255	1.99036e-30	112.195	smart00774	WRKY	 - 	cl03892
Q#1766 - >1766	specific	214815	192	250	1.88189e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#1767 - >1767	specific	396785	10	140	2.0933e-25	101.348	pfam02365	NAM	 - 	cl03558
Q#1768 - >1768	specific	214815	53	111	2.27173e-22	83.69	smart00774	WRKY	 - 	cl03892
Q#1769 - >1769	specific	214815	122	183	7.82633e-29	106.417	smart00774	WRKY	 - 	cl03892
Q#1770 - >1770	specific	397294	169	225	2.95918e-32	112.18	pfam03106	WRKY	 - 	cl03892
Q#1770 - >1770	specific	402248	122	165	3.11726e-05	40.1743	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1771 - >1771	specific	214815	351	408	7.34691e-35	124.136	smart00774	WRKY	 - 	cl03892
Q#1771 - >1771	specific	214815	189	246	1.58249e-32	117.973	smart00774	WRKY	 - 	cl03892
Q#1772 - >1772	specific	214815	117	177	5.97985e-34	118.743	smart00774	WRKY	 - 	cl03892
Q#1773 - >1773	specific	214815	127	186	3.18595e-36	124.906	smart00774	WRKY	 - 	cl03892
Q#1775 - >1775	specific	214815	136	196	2.15911e-22	87.542	smart00774	WRKY	 - 	cl03892
Q#1776 - >1776	specific	214815	151	209	5.38742e-33	115.662	smart00774	WRKY	 - 	cl03892
Q#1777 - >1777	specific	214815	123	180	1.01326e-38	129.914	smart00774	WRKY	 - 	cl03892
Q#1778 - >1778	specific	397294	413	468	6.58435e-34	122.58	pfam03106	WRKY	 - 	cl03892
Q#1778 - >1778	specific	397294	245	299	1.87866e-29	110.254	pfam03106	WRKY	 - 	cl03892
Q#1779 - >1779	specific	214815	121	185	1.11145e-26	98.7128	smart00774	WRKY	 - 	cl03892
Q#1780 - >1780	specific	214815	38	163	8.26758e-22	85.2308	smart00774	WRKY	 - 	cl03892
Q#1781 - >1781	specific	214815	280	337	1.00889e-34	125.292	smart00774	WRKY	 - 	cl03892
Q#1782 - >1782	specific	214815	389	446	1.12221e-33	121.054	smart00774	WRKY	 - 	cl03892
Q#1782 - >1782	specific	397294	222	276	2.25851e-28	106.402	pfam03106	WRKY	 - 	cl03892
Q#1783 - >1783	specific	214815	680	743	1.14235e-28	108.728	smart00774	WRKY	 - 	cl03892
Q#1783 - >1783	specific	214815	780	840	4.54417e-28	107.187	smart00774	WRKY	 - 	cl03892
Q#1783 - >1783	superfamily	395745	4	93	7.96533e-12	66.2488	cl26397	NB-ARC superfamily	N	 - 
Q#1784 - >1784	specific	214815	102	159	2.87778e-30	106.032	smart00774	WRKY	 - 	cl03892
Q#1785 - >1785	specific	212164	13	269	3.22222e-76	238.862	cd11650	AT4G37440_like	 - 	cl17008
Q#1786 - >1786	specific	214815	200	257	3.01042e-35	124.136	smart00774	WRKY	 - 	cl03892
Q#1787 - >1787	superfamily	215636	169	523	3.14431e-39	157.346	cl33664	PLN03218 superfamily	NC	 - 
Q#1787 - >1787	specific	404055	517	562	2.6318e-12	61.9955	pfam13041	PPR_2	 - 	cl38385
Q#1787 - >1787	specific	404055	591	633	2.81484e-10	56.2176	pfam13041	PPR_2	 - 	cl38385
Q#1787 - >1787	superfamily	407303	532	682	6.16694e-10	59.7176	cl38513	PPR_long superfamily	 - 	 - 
Q#1788 - >1788	specific	397294	243	299	1.29245e-33	117.187	pfam03106	WRKY	 - 	cl03892
Q#1789 - >1789	superfamily	227438	344	627	5.42523e-08	56.1802	cl34906	RNA14 superfamily	C	 - 
Q#1789 - >1789	specific	214642	121	153	7.2025e-05	40.225	smart00386	HAT	 - 	cl02592
Q#1789 - >1789	superfamily	421384	31	185	0.000168212	44.567	cl26712	U3_assoc_6 superfamily	C	 - 
Q#1789 - >1789	superfamily	111114	223	251	0.000554599	37.9304	cl03482	HAT superfamily	 - 	 - 
Q#1790 - >1790	specific	214815	339	396	1.70845e-31	114.506	smart00774	WRKY	 - 	cl03892
Q#1790 - >1790	specific	214815	194	249	3.25816e-27	102.95	smart00774	WRKY	 - 	cl03892
Q#1791 - >1791	specific	214815	140	201	2.96825e-31	111.81	smart00774	WRKY	 - 	cl03892
Q#1792 - >1792	specific	214815	112	171	2.47044e-33	116.432	smart00774	WRKY	 - 	cl03892
Q#1793 - >1793	specific	399123	35	325	4.31563e-128	366.53	pfam05910	DUF868	 - 	cl05466
Q#1794 - >1794	specific	214815	256	313	9.79912e-35	125.292	smart00774	WRKY	 - 	cl03892
Q#1795 - >1795	specific	214815	139	200	3.43213e-31	111.81	smart00774	WRKY	 - 	cl03892
Q#1796 - >1796	specific	214815	97	155	2.605e-35	121.825	smart00774	WRKY	 - 	cl03892
Q#1797 - >1797	specific	214815	1227	1286	2.80726e-26	102.565	smart00774	WRKY	 - 	cl03892
Q#1797 - >1797	superfamily	395745	407	640	5.85298e-17	82.042	cl26397	NB-ARC superfamily	 - 	 - 
Q#1797 - >1797	superfamily	215633	205	426	2.17136e-10	65.6662	cl33662	PLN03210 superfamily	NC	 - 
Q#1797 - >1797	superfamily	215061	783	1186	1.48442e-07	56.0096	cl33413	PLN00113 superfamily	C	 - 
Q#1798 - >1798	specific	397294	169	225	2.95918e-32	112.18	pfam03106	WRKY	 - 	cl03892
Q#1798 - >1798	specific	402248	122	165	3.11726e-05	40.1743	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1799 - >1799	specific	214815	250	308	4.60443e-34	119.128	smart00774	WRKY	 - 	cl03892
Q#1799 - >1799	specific	402248	207	248	4.08811e-12	59.8195	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1800 - >1800	specific	214815	136	193	2.00598e-33	115.276	smart00774	WRKY	 - 	cl03892
Q#1801 - >1801	specific	214815	335	392	1.01524e-36	128.758	smart00774	WRKY	 - 	cl03892
Q#1801 - >1801	specific	214815	179	234	2.88283e-32	116.817	smart00774	WRKY	 - 	cl03892
Q#1802 - >1802	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#1803 - >1803	specific	214815	135	197	2.30662e-30	109.884	smart00774	WRKY	 - 	cl03892
Q#1804 - >1804	specific	214815	125	185	9.68716e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#1805 - >1805	specific	214815	143	201	7.45151e-34	118.358	smart00774	WRKY	 - 	cl03892
Q#1806 - >1806	specific	404788	582	693	4.43441e-32	120.745	pfam13962	PGG	 - 	cl16503
Q#1806 - >1806	specific	404788	9	119	2.91406e-31	118.434	pfam13962	PGG	 - 	cl16503
Q#1806 - >1806	specific	404788	190	301	1.46699e-28	110.73	pfam13962	PGG	 - 	cl16503
Q#1806 - >1806	specific	404788	429	519	1.33981e-19	84.9213	pfam13962	PGG	 - 	cl16503
Q#1806 - >1806	superfamily	404788	776	848	1.01807e-14	71.0541	cl16503	PGG superfamily	C	 - 
Q#1807 - >1807	specific	214815	69	130	1.75061e-27	101.024	smart00774	WRKY	 - 	cl03892
Q#1808 - >1808	specific	214815	250	308	1.44156e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#1809 - >1809	specific	214815	132	189	1.34448e-38	130.299	smart00774	WRKY	 - 	cl03892
Q#1810 - >1810	specific	404074	136	402	9.91779e-101	301.925	pfam13088	BNR_2	 - 	cl21531
Q#1811 - >1811	specific	214815	176	232	1.19925e-36	126.447	smart00774	WRKY	 - 	cl03892
Q#1812 - >1812	specific	214815	102	173	8.9851e-25	94.4756	smart00774	WRKY	 - 	cl03892
Q#1813 - >1813	specific	214815	163	220	2.24683e-33	114.891	smart00774	WRKY	 - 	cl03892
Q#1814 - >1814	superfamily	187754	176	268	1.44e-12	65.8116	cl39120	AMN1 superfamily	NC	 - 
Q#1814 - >1814	specific	403981	83	118	0.000341889	37.4637	pfam12937	F-box-like	C	cl02535
Q#1815 - >1815	specific	397294	328	384	5.9719e-37	128.358	pfam03106	WRKY	 - 	cl03892
Q#1816 - >1816	specific	397294	146	214	7.26889e-29	105.246	pfam03106	WRKY	 - 	cl03892
Q#1817 - >1817	specific	214815	126	190	6.71024e-32	113.35	smart00774	WRKY	 - 	cl03892
Q#1818 - >1818	specific	214815	890	950	3.67351e-31	116.047	smart00774	WRKY	 - 	cl03892
Q#1818 - >1818	superfamily	395745	95	307	2.36232e-29	117.48	cl26397	NB-ARC superfamily	 - 	 - 
Q#1818 - >1818	superfamily	411060	508	619	0.00897189	38.6138	cl40577	PPP1R42 superfamily	NC	 - 
Q#1819 - >1819	specific	397294	146	214	7.26889e-29	105.246	pfam03106	WRKY	 - 	cl03892
Q#1820 - >1820	specific	214815	246	304	2.09351e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#1821 - >1821	specific	397294	114	174	4.37139e-28	102.165	pfam03106	WRKY	 - 	cl03892
